GISJOIN,TotalTransactions,MedianSalesPriceAmount,MeanSqfeet,MeanAge,MeanNoOfStories,MeanFullBathNumber,N_MeanSqfeet,N_MeanAge,N_MeanNoOfStories,N_MeanFullBathNumber,residuals,perc_area_flood,N_perc_area_flood
G24000504511001,582,223624,1982.235395,32.63745704,1.714776632,2.003436426,0.331127379,0.832574038,0.688366575,0.39814092,-11687.29946,0,0
G24000504512001,477,141900,1372.052411,54.76519916,1.549266247,1.511530398,0.16032861,0.697184246,0.767405022,0.201008919,-5062.25555,0.051521377,0.081344022
G24000504512002,937,95000,990.1504803,73.02027748,1.084845251,1.193169691,0.053428908,0.585489559,0.989186359,0.073425437,-14722.64802,0.025207567,0.039798721
G24000504513001,503,95000,1057.393638,71.84294235,1.163021869,1.246520875,0.07225121,0.592693148,0.951853605,0.094805996,-19706.17907,0,0
G24000504513002,221,94000,1161.791855,70.70135747,1.171945701,1.343891403,0.101473734,0.599677997,0.947592085,0.133827366,-35724.33904,0,0
G24000504514011,386,93400,1325.233161,47.52072539,2.261658031,1.419689119,0.147223246,0.741509952,0.42720679,0.164203403,-5904.142918,0,0
G24000504514012,1044,282386,2026.16092,14.18295019,2.546934866,2.314176245,0.343422749,0.945488939,0.290974625,0.52267032,60681.31109,0,0
G24000504514021,438,79884,1077.828767,58.53881279,1.898401826,1.173515982,0.077971289,0.674095187,0.600677514,0.065549187,2694.357816,0.002316242,0.003656976
G24000504514023,1005,97500,1210.533333,36.79303483,1.957711443,1.290547264,0.115117157,0.807147909,0.572354578,0.112449631,-11618.09839,0,0
G24000504515001,996,80256.5,1073.7249,65.39056225,1.999497992,1.133534137,0.076822559,0.632172386,0.552399674,0.049526409,17587.59975,0,0
G24000504515002,219,85000,1100.940639,51.17351598,2,1.105022831,0.084440626,0.719160155,0.552159943,0.038100465,10530.13358,0,0
G24000504515003,490,88000,1220.236735,61.12857143,1.93877551,1.293877551,0.117833275,0.658249608,0.581397314,0.113784248,-3852.563563,0,0
G24000504516001,48,297400,2021.4375,50.04166667,1.677083333,1.9375,0.342100597,0.726085436,0.706366774,0.371716809,74528.12975,0,0
G24000504516002,407,113941,1293.191646,64.21621622,1.167076167,1.304668305,0.138254377,0.639357686,0.949917501,0.118108657,-29668.48439,0,0
G24000504517011,847,304900,2155.053129,26.9527745,1.995867769,2.136953955,0.379501484,0.867356076,0.554133264,0.451648249,59818.76892,0.001427337,0.002253538
G24000504517012,574,171000.5,1787.608014,24.89721254,2.171602787,2.010452962,0.276648447,0.879933144,0.470212107,0.400952806,-26734.2221,0.000400993,0.000633104
G24000504517021,279,172810,1727.9319,41.94982079,1.673835125,1.817204301,0.259944267,0.775595835,0.707917935,0.323508146,-25046.79181,0.009416763,0.014867565
G24000504517022,314,181000,1724.089172,51.1656051,1.406050955,1.694267516,0.258868633,0.719208558,0.835796588,0.274241064,-18042.48049,0,0
G24000504518011,223,169000,1744.224215,41.38565022,1.515695067,1.829596413,0.264504714,0.779047743,0.783436729,0.328474301,-41161.77684,0,0
G24000504518012,364,151442.5,1746.769231,44.70604396,1.700549451,1.675824176,0.2652171,0.758731734,0.695160677,0.266849871,-35345.41385,0.006487881,0.010243327
G24000504518013,458,152750,1605.965066,38.44759825,1.877729258,1.545851528,0.22580404,0.797024373,0.61054957,0.214763158,-8440.353992,0.007529728,0.011888238
G24000504518014,216,105996,1311.226852,28.15277778,1.949074074,2.018518519,0.143302684,0.860013791,0.5764793,0.404185089,-64048.30174,0,0
G24000504518021,588,219564.5,2047.190476,30.36734694,1.755102041,1.950680272,0.349309216,0.846463829,0.669109429,0.37699882,-17159.86502,0,0
G24000504518022,328,280000,2179.85061,34.17987805,1.600609756,2,0.386442647,0.823136651,0.742886251,0.396763768,22799.82693,0,0
G24000504518023,44,169890,1751.136364,49.56818182,1.715909091,1.545454545,0.266439521,0.728982479,0.687825777,0.214604066,-4336.016807,0,0
G24000504518031,1473,138000,1462.543109,29.46571623,2.315003394,1.707399864,0.185658225,0.851980506,0.401732046,0.27950387,-1625.967043,0,0
G24000504518032,595,155000,1520.894118,31.9394958,1.721848739,1.838655462,0.20199149,0.836844551,0.684989335,0.332104727,-32147.86769,0,0
G24000504519001,70,152500,1674.642857,49.02857143,1.621428571,1.628571429,0.245027917,0.732284115,0.732944357,0.247913269,-26825.88797,0,0
G24000504519002,385,174900,1920.080519,33.68831169,1.707792208,1.880519481,0.313729358,0.826144326,0.691701943,0.348881789,-47245.21979,0.006041709,0.009538893
G24000504519003,250,130000,1470.152,62.608,1.576,1.54,0.18778806,0.649197644,0.754638486,0.21241815,-18910.32812,0,0
G24000504520001,317,155000,1475.646688,61.46056782,1.413249211,1.511041009,0.1893261,0.65621827,0.832359106,0.200812795,-3507.805523,0,0
G24000504520002,478,114909.5,1404.006276,67.23640167,1.554393305,1.443514644,0.169272945,0.620878517,0.764956628,0.173751514,-20189.14363,0.001288653,0.002034577
G24000504521001,618,152500,1629.78479,52.75080906,1.551779935,1.705501618,0.232471515,0.709509402,0.766204626,0.278743146,-29217.4868,0,0
G24000504521002,327,145000,1681.93578,56.2293578,1.490825688,1.672782875,0.247069308,0.688225712,0.795312945,0.265631065,-39964.69147,0,0
G24000504521003,234,114775,1459.260684,70.26495726,1.523504274,1.495726496,0.184739428,0.602348135,0.779707492,0.194675483,-27606.07208,0,0
G24000504523001,853,68000,1006.706917,64.51465416,2,1.038686987,0.058063286,0.637531677,0.552159943,0.011516286,16078.09029,0,0
G24000504523002,699,74000,1018.248927,71.29041488,1.97639485,1.080114449,0.061294057,0.596073817,0.563432434,0.028118398,22512.93232,0.006128388,0.009675745
G24000504524001,414,88600,1064.060386,70.9178744,1.809178744,1.128019324,0.074117326,0.598353226,0.643285438,0.04731634,19762.53111,0.198113275,0.312789208
G24000504524002,812,189847.5,1772.181034,30.74753695,1.803571429,1.956896552,0.27233022,0.844137616,0.645963176,0.379490003,-21287.16629,0,0
G24000504525001,284,112000,1330.130282,66.11267606,1.709507042,1.345070423,0.148594019,0.627754093,0.690883035,0.13429986,-2236.795988,0,0
G24000504525002,1046,81000,1122.899618,62.58604207,2.01959847,1.193116635,0.090587252,0.649331995,0.542800816,0.073404175,9574.122121,0,0
G24000504525003,255,120000,1402.682353,54.70588235,1.490196078,1.494117647,0.16890236,0.69754718,0.795613611,0.194030735,-32094.16884,0,0
G24000504901001,546,355211.5,2376.294872,46.18315018,1.677655678,2.223443223,0.441430149,0.749693979,0.706093454,0.48630894,82270.85442,0,0
G24000504901002,317,360000,2759.621451,57.49842271,1.460567823,2.429022082,0.54872863,0.68046087,0.809762399,0.568694943,38343.66084,0,0
G24000504901003,638,367250,2381.22884,60.65673981,1.365987461,2.327586207,0.442811236,0.661136535,0.854928658,0.52804438,79801.32452,0,0
G24000504902001,377,250000,2149.782493,56.35013263,1.899204244,1.859416446,0.37802616,0.687486745,0.600294325,0.340424719,40108.77265,0,0
G24000504902002,422,231000,1707.225118,65.507109,1.781990521,1.713270142,0.254148148,0.631459288,0.656269003,0.281856392,66782.30119,0,0
G24000504902003,368,217500,1678.442935,62.8125,1.720108696,1.717391304,0.246091612,0.6479464,0.685820282,0.283507953,49436.56049,0,0
G24000504903011,244,151450,1275.168033,65.76639344,1.985655738,1.368852459,0.133209315,0.629872842,0.559009955,0.143830543,57004.65857,0,0
G24000504903012,209,215000,1733.009569,65.13397129,1.720095694,1.698564593,0.261365577,0.633742351,0.685826491,0.275963124,45457.39335,0.011444995,0.018069819
G24000504903013,231,2.00E+05,1352.904762,57.81385281,1.987012987,1.458874459,0.154968915,0.678530894,0.55836181,0.17990698,87285.35152,0.016049914,0.025340251
G24000504903021,188,255000,1862.952128,57.90425532,1.824468085,2.037234043,0.297738321,0.677977761,0.635984109,0.41168536,54370.63992,0,0
G24000504903022,319,240000,1891.065831,64.42633229,1.923197492,2.181818182,0.30560774,0.638072079,0.588836499,0.469627648,39368.35151,0,0
G24000504904001,458,430000,3057.899563,65.07423581,1.784934498,2.727074236,0.632220854,0.634107846,0.654863126,0.688139744,91269.48246,0.012718621,0.02008067
G24000504904002,258,542500,3257.918605,71.24418605,1.709302326,2.906976744,0.688208987,0.596356671,0.690980796,0.760235916,176372.403,0.028144902,0.044436304
G24000504905001,271,455000,3036.549815,58.75645756,1.776752768,2.704797048,0.626244761,0.672763515,0.65877026,0.679212131,113862.8492,0.002016415,0.003183597
G24000504905002,663,575000,3235.766214,70.10558069,1.793363499,3.003016591,0.682008223,0.603323289,0.650837909,0.798724014,209007.0261,0.003382034,0.005339691
G24000504905003,333,450000,3108.144144,65.10510511,1.867867868,2.708708709,0.646285017,0.633918971,0.615258815,0.680779735,113397.8501,0.054548842,0.086123906
G24000504906011,647,250000,1378.842349,78.26584235,2,1.649149923,0.162229209,0.553394286,0.552159943,0.256160128,140472.0509,0,0
G24000504906012,577,249000,1475.358752,75.23916811,2.030329289,1.49220104,0.189245503,0.571913156,0.537676381,0.193262652,140702.6734,0,0
G24000504906021,695,235000,1368.926619,67.70215827,1.987769784,1.372661871,0.159453657,0.61802876,0.558000406,0.14535717,134260.323,0,0
G24000504906022,774,245000,1373.736434,68.62790698,2.084625323,1.57881137,0.160799992,0.612364516,0.51174765,0.227971858,137773.2582,0.01909192,0.030143091
G24000504906031,747,230000,1446.4083,65.01740295,1.988621151,1.321285141,0.181141866,0.634455581,0.557593841,0.124767876,123965.5373,0.045136386,0.071263142
G24000504906032,330,4.00E+05,2536.757576,52.25454545,1.971212121,2.496969697,0.486345908,0.712545817,0.565907414,0.595925041,119776.675,0.002856149,0.004509403
G24000504907011,384,310000,2117.515625,65.15104167,1.529947917,2.0703125,0.368994211,0.633637905,0.77663037,0.424941596,73964.62853,0,0
G24000504907031,396,275000,2038.15404,77.61868687,1.897727273,2.093434343,0.346779791,0.557353942,0.600999643,0.434207706,76689.82174,0,0
G24000504907032,326,299950,2011.030675,71.59815951,1.900306748,1.95398773,0.339187581,0.594190865,0.599767831,0.378324289,107882.6039,0,0
G24000504908001,461,247500,1622.995662,66.670282,1.453362256,1.74186551,0.230571143,0.624342351,0.813203373,0.293316024,69141.88911,0,0
G24000504908002,835,251400,1738.506587,77.21317365,1.918562874,1.820359281,0.26290427,0.559835096,0.591049732,0.324772508,95718.05263,0.031652678,0.049974521
G24000504909001,672,168500,1374.412202,70.66964286,1.810267857,1.675595238,0.160989149,0.599872045,0.642765339,0.266758124,39941.04695,0,0
G24000504909002,313,230000,1459,55.56549521,1.876996805,2.009584665,0.184666459,0.692287592,0.610899348,0.400604835,65777.38468,0,0
G24000504910001,336,265000,1910.074405,60.6577381,1.864583333,1.907738095,0.310928506,0.661130427,0.616827324,0.359789685,73191.84189,0,0
G24000504910002,624,382500,2071.080128,77.69711538,2.069711538,2.020833333,0.355996265,0.556874072,0.518869634,0.405112754,196636.6505,0,0
G24000504911001,442,169475,1313.690045,74.75113122,1.597285068,1.529411765,0.143992166,0.574899236,0.744473935,0.2081749,45139.84368,0.002013316,0.003178705
G24000504911002,463,2.00E+05,1524.334773,78.83585313,1.712742981,1.64362851,0.202954578,0.549906644,0.689337733,0.253947414,61573.53754,0,0
G24000504911003,446,237000,1524.663677,84.77130045,1.700672646,1.760089686,0.203046642,0.513590287,0.695101845,0.300619387,95315.24584,0,0
G24000504912011,536,155000,1402.434701,64.92910448,1.939365672,1.580223881,0.168833039,0.63499584,0.581115486,0.228537924,33415.86803,0,0
G24000504912012,501,165000,1343.608782,61.91217565,1.996007984,1.279441118,0.15236684,0.653455083,0.554066305,0.107998828,68017.60329,0,0
G24000504912021,879,159000,1176.460751,68.40273038,1.997155859,1.197952218,0.105579763,0.613742272,0.553518145,0.075342042,86119.50089,0,0
G24000504912022,352,155500,1329.244318,66.19886364,1.994318182,1.340909091,0.148346025,0.62722675,0.55487326,0.132632201,59207.28697,0,0
G24000504913001,713,180000,1552.169705,66.08274895,1.478962132,1.652173913,0.210745965,0.627937204,0.800978312,0.257371996,14159.33509,0.004626214,0.007304053
G24000504913002,181,139000,1557.480663,60.0718232,1.582872928,1.502762431,0.212232577,0.664715379,0.751356362,0.197495144,-16405.44669,0,0
G24000504914011,171,91214,1150.210526,63.14035088,2,1.157894737,0.098231958,0.645940426,0.552159943,0.059288952,18956.98274,0,0
G24000504914012,437,105000,1306.878719,60.67963387,1.814645309,1.352402746,0.14208558,0.660996457,0.640674914,0.137238298,-5637.403806,0,0
G24000504914021,746,95000,1215.309651,63.46782842,1.745308311,1.252010724,0.116454115,0.643936737,0.673786363,0.097006061,-3896.043092,0.020788941,0.032822416
G24000504914022,746,83000,1165.112601,65.08310992,2,1.324396783,0.102403257,0.634053549,0.552159943,0.126014871,730.5951497,0,0
G24000504915001,588,119450,1086.829932,67.67687075,1.840986395,1.212585034,0.080490841,0.618183483,0.628095894,0.081206162,42855.53032,0,0
G24000504915002,607,145000,1335.235585,68.07578254,1.676276771,1.382207578,0.150023065,0.61574272,0.706751943,0.149182625,27558.11136,0,0
G24000504915003,524,155000,1359.267176,70.8721374,1.996183206,1.229007634,0.156749844,0.598633071,0.553982629,0.087787541,67024.33252,0,0
G24000504916001,222,118205,1204.081081,70.47747748,1.797297297,1.306306306,0.113311081,0.601047819,0.648959348,0.118765088,25666.7569,0,0
G24000504916002,822,99900,1091.27129,70.06326034,1.998783455,1.255474453,0.081734039,0.603582229,0.552740896,0.098394154,31903.21609,0,0
G24000504916003,593,96000,1036.300169,70.19730185,1.99915683,1.099494098,0.066346852,0.602762089,0.552562594,0.035884818,42349.84847,0,0
G24000504917011,222,177500,1455.126126,54.51801802,1.272522523,1.522522523,0.183582107,0.698696638,0.899562254,0.205414027,5758.128098,0,0
G24000504917012,302,153200,1367,48.69205298,1.720198675,1.533112583,0.15891437,0.734343121,0.685777312,0.209658008,10992.82885,0,0
G24000504917013,639,224000,1741.42723,39.20500782,1.798122066,2.120500782,0.263721799,0.792390122,0.648565485,0.445054618,11667.33998,0,0
G24000504919001,449,151000,1341.797327,64.6481069,1.386414254,1.360801782,0.151859788,0.636715139,0.845173971,0.140604223,13752.47303,0,0
G24000504919002,458,155500,1320.117904,65.20960699,1.089519651,1.334061135,0.145791414,0.63327957,0.986954129,0.129887873,3861.032977,0,0
G24000504920011,320,138500,1315.459375,63.859375,1.6859375,1.35625,0.144487426,0.641541038,0.702138522,0.13878009,21527.74807,0,0
G24000504920012,192,138250,1382.078125,66.29166667,1.466145833,1.583333333,0.163134948,0.626658929,0.807098655,0.229784041,-9908.953859,0,0
G24000504920021,351,125000,1209.680912,61.52136752,1.887464387,1.287749288,0.114878552,0.655846264,0.60590062,0.111328338,31551.69157,0,0
G24000504920022,442,156500,1352.099548,69.72624434,1.549773756,1.522624434,0.154743524,0.60564428,0.767162665,0.205454869,22477.17217,0,0
G24000504920023,259,134900,1343.467181,60.91119691,1.637065637,1.494208494,0.152327204,0.659579626,0.725476974,0.194067142,1688.682363,0,0
G24000504920024,551,148000,1350.348457,64.84029038,1.725952813,1.375680581,0.154253369,0.635539254,0.68302946,0.146566922,30192.00613,0,0
G24000504921011,324,137000,1327.040123,65.66666667,1.283950617,1.342592593,0.14772904,0.630483026,0.894104839,0.133306866,-3397.859606,0,0
G24000504921012,35,165000,1494.028571,67.77142857,1.6,1.657142857,0.194471447,0.617604926,0.743177437,0.259363307,12451.7429,0,0
G24000504921013,344,146000,1344.706395,69.80523256,1.677325581,1.494186047,0.152674077,0.605160986,0.70625109,0.194058146,22272.30901,0,0
G24000504921014,408,143000,1398.10049,80.65686275,1.574754902,1.490196078,0.167619833,0.538764698,0.755233075,0.192459161,17465.42404,0,0
G24000504921021,564,130000,1300.379433,84.61170213,1.534574468,1.478723404,0.140266339,0.514566798,0.774420989,0.187861472,13922.86977,0,0
G24000504921022,556,130000,1303.005396,69.68345324,1.496402878,1.498201439,0.141001383,0.605906099,0.792649593,0.19566732,-1778.698434,0.236695232,0.373703954
G24000504922001,488,218989,1857.92623,50.54098361,1.596311475,1.93647541,0.296331501,0.723030339,0.744938868,0.371306203,5092.638826,0,0
G24000504922002,663,165000,1418.120664,50.94268477,1.77224736,1.826546003,0.17322376,0.720572508,0.660921789,0.327251845,5365.955419,0,0
G24000504922003,208,171000,1432.418269,47.64423077,1.865384615,1.504807692,0.17722586,0.740754278,0.616444676,0.198314785,33259.41824,0,0
G24000504923001,643,79900,1014.315708,65.93934681,2.000777605,1.097978227,0.060193094,0.628814618,0.551788602,0.035277331,24856.09399,0,0
G24000504923002,1238,120000,1413.898223,54.70193861,1.771001616,1.538772213,0.172041839,0.69757131,0.661516687,0.211926113,-18497.18205,0.007218026,0.011396109
G24000504924011,831,110000,1428.184116,43.1022864,1.89290012,1.862815884,0.176040661,0.768544411,0.603304819,0.341787049,-51546.39672,0,0
G24000504924012,1156,188438.5,1653.211938,23.9550173,1.998269896,2.182525952,0.239029102,0.885698016,0.552986143,0.469911288,-20319.90323,0,0
G24000504924021,1166,218531.5,1905.138937,24.16981132,1.989708405,2.232418525,0.309547,0.884383787,0.55707463,0.489905804,-14461.67882,0,0
G24000504924022,1518,217969,1609.357049,23.14295125,2.012516469,2.115942029,0.226753504,0.890666687,0.546182782,0.443227691,17190.11575,0,0
G24000504926002,399,192000,1893.002506,39.71177945,1.921052632,2.022556391,0.306149843,0.789289412,0.589860764,0.405803272,-18779.87678,0,0
G24000504926003,529,169000,1479.438563,42.59546314,1.887523629,1.778827977,0.190387499,0.771645437,0.605872329,0.308128782,7702.674957,0,0
G24001305081022,644,154450,1347.909938,27.9673913,1.980590062,1.25,0.153570794,0.861148088,0.561429037,0.09620026,30875.55867,0,0
G24051000101001,1309,179900,1281.378915,107.7318564,2.077922078,1.792971734,0.134947828,0.37310488,0.514948743,0.313796912,97822.08686,0,0
G24051000101002,1093,185000,1483.267155,107.305581,2.255718207,1.838975297,0.191459176,0.375713069,0.430043315,0.332232902,94023.74066,0,0
G24051000101003,664,211000,1446.878012,87.04518072,2.135542169,2.037650602,0.181273345,0.499677427,0.487432629,0.411852297,87107.05022,0,0
G24051000102001,1053,76200,1225.698006,115.6001899,2.00379867,1.741690408,0.119361961,0.324962054,0.550345912,0.293245852,3617.753,0,0
G24051000102002,652,1.00E+05,1225.207055,113.6641104,2.009202454,1.743865031,0.119224537,0.336808061,0.547765369,0.294117335,26109.60279,0,0
G24051000102003,1017,150000,1207.504425,110.5850541,2.01179941,1.652900688,0.114269323,0.355647435,0.546525209,0.257663252,80916.61412,0,0
G24051000102004,715,88000,1338.418182,116.7958042,2.121678322,1.802797203,0.150913918,0.317646623,0.494053223,0.317734482,10542.44633,0,0
G24051000103001,1037,165000,1235.170685,98.59691418,2.103182257,1.786885246,0.122013497,0.428997519,0.502885903,0.311357744,81370.74282,0.103384745,0.163227995
G24051000103002,1644,135000,1297.878345,105.9476886,2.229318735,1.694647202,0.13956625,0.384021407,0.442650218,0.274393224,65564.68273,0,0
G24051000104001,971,150000,1214.010299,101.6426365,2.08753862,1.624098867,0.116090408,0.410362102,0.510356423,0.246120884,79689.91788,0,0
G24051000104002,690,227750,1825.563768,97.19710145,2.795652174,2.010144928,0.287272795,0.437562349,0.172201232,0.400829361,123096.5039,0,0
G24051000105001,656,145000,1904.425305,96.77591463,2.638719512,2.175304878,0.309347244,0.440139404,0.247143442,0.467017433,13586.16315,0,0
G24051000105002,960,118000,1464.505208,106.315625,2.3671875,1.865625,0.186207444,0.381770168,0.376811853,0.342912806,32992.82308,0,0
G24051000201001,636,102250,1812.179245,113.1006289,2.645440252,2.050314465,0.283526279,0.340255753,0.243933995,0.416927357,-341.8470345,0,0
G24051000201002,1208,117000,1435.638245,114.3493377,2.572847682,1.74089404,0.178127176,0.332615461,0.278600122,0.292926706,61201.89912,0,0
G24051000202001,536,130987.5,1951.992537,97.15858209,2.92630597,2.01119403,0.322661979,0.437798032,0.109808331,0.40124979,23856.7239,0,0
G24051000202002,1025,115000,1518.869268,118.1765854,2.626829268,1.88195122,0.201424706,0.309198238,0.252821553,0.34945556,49962.76086,0,0
G24051000203001,591,127239,1423.918782,118.9052453,2.431472081,1.724196277,0.174846734,0.304739893,0.346113154,0.286235055,68374.87177,0,0
G24051000203002,281,172000,1731.548043,141.8896797,2.537366548,1.736654804,0.260956476,0.164108384,0.295543915,0.291227827,111868.219,0,0
G24051000203003,219,2.00E+05,1624.853881,152.1324201,2.673515982,1.812785388,0.231091285,0.101437621,0.230526606,0.32173726,160512.6105,0,0
G24051000301001,180,72750,1547.744444,140.9944444,2.525,1.416666667,0.209507273,0.169585929,0.301449482,0.162992151,46165.75586,0,0
G24051000301002,150,92226,1933.84,87.7,2.79,2.046666667,0.31758083,0.49567088,0.174900393,0.415465497,-31560.82738,0,0
G24051000302001,49,150000,1990.040816,121.7142857,2.448979592,1.87755102,0.333312226,0.287552627,0.337752552,0.347692175,38238.42722,0,0
G24051000302002,171,170000,1606.871345,134.5263158,2.637426901,1.812865497,0.226057721,0.209161525,0.24776072,0.321769364,115704.357,0,0
G24051000601001,647,37500,1076.043277,101.1421947,1.99690881,1.207109737,0.077471505,0.413424082,0.553636121,0.07901193,-1528.290709,0,0
G24051000601002,1428,51625,1178.558123,100.3865546,2.021008403,1.582633053,0.106166847,0.418047507,0.542127511,0.229503403,-18288.21279,0,0
G24051000601003,961,58500,1199.082206,101.5067638,2.054110302,1.567117586,0.111911826,0.411193446,0.526319907,0.223285559,-9209.400445,0,0
G24051000601004,626,40000,1252.669329,101.9744409,2,1.28115016,0.126911613,0.408331939,0.552159943,0.108683729,-17339.17806,0,0
G24051000602001,661,39000,1259.701967,105.8517398,2.006051437,1.360060514,0.128880146,0.384608475,0.549270117,0.140307159,-20347.43338,0,0
G24051000602002,691,60000,1287.047757,108.1808973,2.05788712,1.574529667,0.136534616,0.370357399,0.524516311,0.22625596,-9862.061971,0,0
G24051000602003,922,60000,1309.694143,115.2353579,2.063991323,1.687635575,0.142873657,0.327194298,0.521601287,0.271583305,-12739.73263,0,0
G24051000602004,1037,44000,1197.044359,115.0395371,2.035679846,1.648023144,0.111341404,0.328392438,0.535121256,0.25570857,-18888.53986,0,0
G24051000602005,829,35000,1194.427021,116.0301568,2,1.364294331,0.110608774,0.322331278,0.552159943,0.142003867,-11467.81417,0,0
G24051000603001,767,36000,1243.440678,120.916558,2.052151239,1.547588005,0.124328384,0.292433567,0.527255446,0.215459053,-18772.63423,0,0
G24051000603002,1191,74250,1478.551637,98.43744752,2.304366079,1.811083123,0.190139236,0.429973225,0.406811829,0.321055076,-18693.17692,0,0
G24051000604001,176,84500,1171.295455,37.73295455,2.369318182,1.698863636,0.104133925,0.80139696,0.375794359,0.276082965,-20620.82633,0,0
G24051000604002,304,54641.5,1657.276316,108.5328947,2.475328947,1.710526316,0.240166778,0.368203683,0.325169582,0.2807568,-28208.26366,0,0
G24051000701002,1149,35000,1187.734552,106.6962576,2,1.140121845,0.108735458,0.379441247,0.552159943,0.052166442,-4457.009378,0,0
G24051000702001,34,36500,1194.352941,101,2,2.5,0.110588038,0.414294108,0.552159943,0.597139439,-92462.09708,0,0
G24051000703002,43,18800,1331.116279,107.0465116,2,2.813953488,0.148870013,0.377298199,0.552159943,0.722956721,-136101.5253,0,0
G24051000801011,313,149900,1846.351438,91.11501597,1.960063898,1.690095847,0.293091555,0.474775919,0.571231178,0.272569262,7068.358854,0.0014243,0.002248742
G24051000801012,634,69900,1258.916404,82.06624606,1.974763407,1.181388013,0.128660256,0.530141309,0.56421152,0.068703914,780.7064078,0,0
G24051000801013,871,59900,1264.87256,93.85993111,2,1.230769231,0.130327468,0.457981007,0.552159943,0.088493504,-1800.496952,0,0
G24051000801014,733,56900,1243.27558,89.93587995,1.978854025,1.241473397,0.12428217,0.481990527,0.562258071,0.092783213,-8120.39519,0,0
G24051000801021,614,45512,1211.444625,93.50488599,2,1.32247557,0.11537224,0.46015337,0.552159943,0.125244942,-17757.00189,0,0
G24051000801022,1206,42000,999.0364842,97.34660033,2.000829187,1.064676617,0.055916225,0.436647632,0.55176397,0.021931666,15374.74205,0,0
G24051000802001,93,43700,1232.817204,71,2,1.978494624,0.121354725,0.597850736,0.552159943,0.388145459,-80028.63772,0,0
G24051000803021,139,50000,1276.748201,74.99280576,2,1.928057554,0.133651626,0.573420538,0.552159943,0.367932736,-71032.50209,0,0
G24051000803022,265,38250,1106.483019,89.38867925,2,1.479245283,0.085992016,0.485338604,0.552159943,0.188070615,-29379.31119,0,0
G24051000803023,215,33000,1072.995349,91.02790698,2,1.288372093,0.076618347,0.475308901,0.552159943,0.111577928,-18709.73339,0,0
G24051000803024,290,48000,1145.841379,75.29655172,2.003448276,1.620689655,0.097008972,0.571562052,0.55051324,0.244754637,-42699.99949,0,0
G24051000808001,91,41000,1774.472527,24.9010989,3,2.725274725,0.272971641,0.879909365,0.074616208,0.687418588,-148989.9503,0,0
G24051000808002,58,26387.5,1697.5,98.94827586,2.603448276,1.827586207,0.251425951,0.426847694,0.263987,0.327668708,-66810.6743,0,0
G24051000901001,579,49000,1426.981002,96.59585492,1.999136442,1.233160622,0.175703893,0.441241109,0.55257233,0.089451857,-24089.41937,0.020796747,0.032834741
G24051000901002,306,78261,1261.617647,76.63071895,1.996732026,1.385620915,0.129416372,0.563398877,0.553720543,0.150550524,-6746.712197,0.212949808,0.336213723
G24051000901003,545,69995,1240.827523,82.11559633,2.009174312,1.343119266,0.123596925,0.529839357,0.547778808,0.133517931,-5511.842992,0,0
G24051000901004,287,49900,1515.372822,101.0696864,2.010452962,1.641114983,0.200446002,0.413867728,0.547168197,0.252940115,-51532.45783,0,0
G24051000901005,436,43020,1251.908257,95.64449541,2.002293578,1.277522936,0.126698578,0.447062054,0.551064659,0.107230114,-18946.30409,0,0
G24051000902001,783,95000,1491.218391,83.31289911,2.008939974,1.800766284,0.193684838,0.522513595,0.547890714,0.316920588,-28626.85644,0,0
G24051000902002,546,84000,1472.324176,75.496337,2.017399267,1.787545788,0.188396082,0.570339654,0.543851032,0.311622457,-42970.37591,0.071802526,0.113364717
G24051000903001,262,94950,1385.576336,77.80152672,1.996183206,1.564885496,0.164114146,0.556235226,0.553982629,0.222391046,-10509.07814,0.232808924,0.367568094
G24051000903002,206,60150,1417.150485,94.00485437,2.007281553,1.276699029,0.172952193,0.457094286,0.548682683,0.106899932,-16398.9032,0,0
G24051000903003,630,85000,1357.714286,88.70793651,2,1.322222222,0.156315168,0.489503766,0.552159943,0.125143413,5848.783932,0,0
G24051000903004,1304,47700,1281.181748,99.67407975,2.005368098,1.337423313,0.134892638,0.422406823,0.549596441,0.13123527,-16991.02377,0,0
G24051000904001,458,40000,1201.886463,96.08296943,2.012008734,1.102620087,0.112696777,0.444379227,0.546425247,0.037137562,-6034.800186,0,0
G24051000905002,780,45000,1387.488462,100.0141026,2.058974359,1.437179487,0.164649377,0.420326375,0.523997107,0.171212691,-31078.84058,0,0
G24051000906001,227,47000,2205.334802,100.0748899,2.145374449,1.859030837,0.393576029,0.419954445,0.482737285,0.340270186,-117359.1456,0,0
G24051000906003,119,42000,1385.302521,97.17647059,2,1.361344538,0.164037502,0.43768858,0.552159943,0.140821733,-35090.77008,0,0
G24051000906004,481,47000,1436.299376,93.5031185,2,1.305613306,0.178312236,0.460164185,0.552159943,0.118487367,-33772.59656,0,0
G24051001001001,90,51000,1152,37,2,1.044444444,0.098732857,0.805881582,0.552159943,0.013823595,-35243.46927,0,0
G24051001001003,37,55050,1655.891892,85.05405405,2.351351351,1.405405405,0.239779259,0.511860244,0.384374306,0.158479185,-35138.00254,0,0
G24051001001004,121,47591,1183.272727,58.83471074,2.066115702,1.347107438,0.107486531,0.672284719,0.520586803,0.135116196,-38504.73991,0,0
G24051001101001,103,195000,2888.23301,122.8058252,2.990291262,2.388349515,0.584728808,0.280873983,0.079252555,0.552395357,11654.24665,0.396971066,0.626753888
