GISJOIN,TotalTransactions,MedianSalesPriceAmount,MeanSqfeet,MeanAge,MeanNoOfStories,MeanFullBathNumber,perc_area_flood,N_MeanSqfeet,N_MeanAge,N_MeanNoOfStories,N_MeanFullBathNumber,N_perc_area_flood,residuals
G24051002715015,192,3.00E+05,2548.635417,39.67708333,1.864583333,2.505208333,0,0.547328806,0.789501702,0.613689409,-0.387911759,1,20514.42193
G24051002716001,106,55000,1116.867925,75.19811321,1.900943396,1.160377358,0,0.099366632,0.572164353,0.596183694,-0.938422226,1,-16010.79926
G24051002716002,100,57625,1129.79,71.77,1.965,1.53,0,0.103409608,0.59313945,0.565343355,-0.787116124,1,-38740.25376
G24051002716005,105,40323,1541.857143,90.84761905,1.719047619,1.466666667,0,0.232334517,0.476412002,0.683758231,-0.813041808,1,-75497.80223
G24051002717002,308,40000,1186.542208,88.05844156,2.006493506,1.201298701,0,0.121165873,0.493477736,0.54536612,-0.921670955,1,-21621.50789
G24051002717003,313,73000,1398.268371,67.50798722,1.896166134,1.440894569,0,0.187409388,0.619216806,0.598483728,-0.823591691,1,-40529.34851
G24051002717004,450,51400,1244.477778,78.89777778,1.966666667,1.213333333,0,0.13929238,0.549527754,0.56454093,-0.916744543,1,-24071.68564
G24051002717005,363,38500,1270.710744,79.2369146,2,1.195592287,0,0.147499981,0.547452727,0.548492448,-0.924006893,1,-35069.56881
G24051002718013,538,47908.5,1191.037175,78.8605948,2,1.336431227,0,0.122572229,0.549755261,0.548492448,-0.866354063,1,-31002.30459
G24051002719001,285,177000,1944.280702,81.00350877,1.775438596,1.989473684,0,0.358242203,0.536643725,0.656608542,-0.599029236,1,-3437.534417
G24051002719002,237,78000,1348.270042,77.71729958,1.64556962,1.548523207,0,0.171766234,0.556750574,0.719134542,-0.779533595,1,-46702.80192
G24051002719003,305,73000,1432.495082,85.22622951,1.693442623,1.606557377,0,0.198118021,0.510806779,0.696085871,-0.755777139,1,-51982.48335
G24051002719004,242,73000,1623.789256,78.51239669,2.018595041,1.694214876,0,0.257968908,0.55188573,0.539539782,-0.719894287,1,-55599.79653
G24051002719005,202,68950,1310.014851,75.31188119,1.910891089,1.396039604,0,0.159797197,0.571468257,0.591394332,-0.841953201,1,-29200.25929
G24051002720031,218,181000,1864.619266,68.44495413,1.745412844,2.02293578,0,0.333318247,0.613483923,0.671064575,-0.58533143,1,-8715.939187
G24051002720032,107,178000,1877.495327,62.44859813,1.285046729,2.158878505,0.038516102,0.337346826,0.650172953,0.892709904,-0.529682881,0.939189228,-53038.49829
G24051002720033,362,94200,1503.464088,78.08839779,1.640883978,1.685082873,0,0.220322346,0.55447999,0.721390466,-0.723632499,1,-49170.77844
G24051002720034,340,165000,2185.585294,69.47941176,1.854411765,2.167647059,0,0.433740027,0.607154538,0.618586556,-0.526093448,1,-46578.50879
G24051002720035,200,205500,1734.56,65.03,1.45,2.025,0.005713562,0.292626143,0.634378505,0.813292413,-0.584486436,0.990979198,3392.075865
G24051002720042,119,205000,1940.588235,57.49579832,1.613445378,2.151260504,0,0.357086928,0.680476927,0.734600903,-0.532801331,1,-14535.96513
G24051002720051,175,170000,1943.297143,69.25142857,1.891428571,1.714285714,0,0.357934473,0.608549466,0.600764649,-0.711678231,1,6254.116974
G24051002720052,191,168000,1885.706806,68.81151832,1.769633508,1.869109948,0,0.339915981,0.61124108,0.659403428,-0.648300481,1,-10580.20248
G24051002720053,94,245000,2453.946809,68.17021277,1.558510638,2.35106383,0,0.517703246,0.615164943,0.76104948,-0.45101126,1,-13665.19482
G24051002720061,198,77800,1237.691919,64.28282828,1.936868687,1.308080808,0,0.137169264,0.638950116,0.578887301,-0.877959389,1,-17138.05486
G24051002720062,228,97250,1753.802632,81.21052632,1.870614035,1.76754386,0,0.298646653,0.535377077,0.6107859,-0.689876855,1,-50724.39358
G24051002720071,396,79625,1453.335859,72.59090909,1.95959596,1.661616162,0,0.204638548,0.588116673,0.567945154,-0.733238665,1,-44743.20065
G24051002720072,263,82608,1416.144487,74.24714829,1.988593156,1.391634981,0,0.193002352,0.577982883,0.553984324,-0.843756246,1,-17806.791
G24051002801011,464,74250,1075.327586,65.34051724,1.993534483,1.040948276,0,0.086369759,0.632478589,0.5516053,-0.987310868,1,11650.473
G24051002801012,221,71000,1200.606335,66.68325792,1.515837104,1.520361991,0,0.125566166,0.624262957,0.781594844,-0.791061471,1,-59328.74483
G24051002801013,407,55000,1158.761671,80.06633907,2,1.179361179,0,0.112474077,0.542377849,0.548492448,-0.930651143,1,-10144.56079
G24051002801022,333,75000,1875.465465,84.81681682,2.028528529,1.885885886,0,0.336711736,0.513311793,0.53475726,-0.641433202,1,-76271.88086
G24051002801023,377,77900,1777.702918,91.20159151,1.961538462,1.806366048,0,0.306124421,0.474246202,0.567009928,-0.673984879,1,-60949.08575
G24051002801024,314,74000,1306.952229,76.46496815,1.789808917,1.410828025,0,0.158838983,0.564413032,0.649689887,-0.835899518,1,-31203.93129
G24051002801025,405,77000,1359.202469,80.44197531,1.720987654,1.441975309,0,0.175186701,0.540079498,0.682824192,-0.823149287,1,-34371.88949
G24051002801026,213,72500,1576.126761,81.342723,1.950704225,1.765258216,0,0.243056574,0.534568224,0.572226119,-0.690812489,1,-59957.50906
G24051002802001,383,90000,2259.305483,95.5848564,2.103133159,2.080939948,0,0.456805124,0.447426958,0.498838526,-0.561587255,1,-84693.92515
G24051002802002,184,78125,1530.331522,91.67934783,1.75,1.445652174,0,0.228728455,0.471323024,0.668856068,-0.821644151,1,-33076.69966
G24051002802003,201,83200,1491.064677,88.10447761,1.718905473,1.691542289,0,0.216442898,0.493196062,0.683826668,-0.720988318,1,-47384.66671
G24051002802004,265,72100,1494.392453,88.02641509,1.833962264,1.41509434,0,0.217484071,0.493673692,0.62843206,-0.834153089,1,-32796.35654
G24051002802005,347,79500,1818.74928,93.75792507,1.877521614,1.760806916,0,0.318966742,0.458605137,0.607460216,-0.692634642,1,-61545.32144
G24051002802006,283,79900,1721.321555,96.79151943,1.874558304,1.674911661,0,0.288484184,0.440043925,0.608886914,-0.727796114,1,-47181.77346
G24051002803011,74,111517.5,1775.472973,99.14864865,1.898648649,1.567567568,0,0.30542673,0.425621702,0.59728851,-0.771737731,1,-8051.49366
G24051002803012,112,113000,1650.794643,91.07142857,1.691964286,1.616071429,0.005942883,0.266418179,0.475042611,0.696797623,-0.751882534,0.990617137,-20963.23087
G24051002803013,129,168000,1614.775194,120.8294574,1.972868217,1.581395349,0.002299072,0.255148646,0.292966497,0.561555166,-0.766077288,0.996370132,78536.46803
G24051002803021,217,74000,1488.668203,76.57142857,1.658986175,1.566820276,0,0.215693104,0.563761648,0.712675082,-0.772043636,1,-60420.48774
G24051002803022,315,77400,1962.67619,76.26031746,1.96031746,2.00952381,0.022426747,0.363997665,0.565665199,0.567597784,-0.590821659,0.96459175,-97998.61402
G24051002804011,214,114625,1541.658879,76.51401869,1.936915888,1.46728972,0,0.232272485,0.564112914,0.578864576,-0.812786759,1,263.5827562
G24051002804012,260,132500,1654.011538,80.48846154,1.923076923,1.488461538,0,0.26742466,0.53979507,0.585527408,-0.804120013,1,12327.05516
G24051002804013,192,97900,1487.083333,77,1.9921875,1.307291667,0,0.215197241,0.561139411,0.552253811,-0.878282427,1,1513.087857
G24051002804014,373,80951,1204.965147,70.46648794,1.983914209,1.214477212,0,0.126929923,0.601115059,0.556237024,-0.916276294,1,2100.157268
G24051002804015,203,73000,1095.20197,70.1182266,1.97044335,1.162561576,0,0.092587929,0.603245915,0.562722629,-0.93752811,1,3198.220386
G24051002804021,182,66000,1498.065934,89.15934066,1.923076923,1.763736264,0,0.218633406,0.486741825,0.585527408,-0.691435505,1,-57170.43442
G24051002804022,361,62400,1231.094183,73.77562327,2,1.429362881,0,0.135105007,0.580867935,0.548492448,-0.828312221,1,-29352.26506
G24051002804031,397,57000,1222.672544,87.76574307,1.997481108,1.289672544,0,0.132470099,0.495268627,0.549705179,-0.885494866,1,-13658.77542
G24051002804032,185,114500,1401.52973,65.39459459,1.767567568,1.405405405,0,0.188429781,0.632147714,0.660398084,-0.838119283,1,-5991.540316
G24051002804033,554,119950,1416.281588,84.62274368,1.925090253,1.516245487,0,0.193045248,0.51449924,0.584558081,-0.792746573,1,15341.11084
G24051002804034,260,149815,1781.384615,88.58846154,2.011538462,1.692307692,0,0.307276327,0.49023478,0.542937204,-0.720674998,1,19537.87431
G24051002804035,156,198000,2489.051282,91.65384615,1.996794872,1.961538462,0,0.528686507,0.471479058,0.550035571,-0.610464601,1,8598.785087
G24051002804041,549,67000,1169.612022,63.59562842,2.010018215,1.214936248,0,0.115868865,0.643154786,0.543669133,-0.916088386,1,-13676.13871
G24051002804042,84,232110,1580.416667,5.273809524,2.702380952,2.369047619,0,0.244398772,1,0.21032799,-0.443649543,1,41625.8216
G24051002805003,45,68000,1363.2,168.7111111,2.077777778,1.311111111,0,0.176437423,0,0.511045988,-0.876718926,1,56165.09478
